station_id,station_name,latitude,longitude,pickup_count
5636.13,E 1 St & Bowery,40.72486122254819,-73.99213135242462,6383
4199.12,Carlton Ave & Dean St,40.6809741,-73.97100970000001,6380
5703.13,Ave A & E 11 St,40.72854745023944,-73.98175925016403,6373
6131.12,Madison Ave & E 26 St,40.742684734875695,-73.98671329021454,6358
4479.10,Schermerhorn St & Hoyt St,40.688626299999996,-73.98519110000001,6353
7052.01,W 63 St & Broadway,40.77163851000001,-73.98261428,6331
5422.09,Lafayette St & Grand St,40.72028000000001,-73.99879,6324
6890.01,W 53 St & 10 Ave,40.76669670999999,-73.99061727999998,6295
7161.08,5 Ave & E 78 St,40.77632142182271,-73.96427392959595,6294
4895.09,Jay St & York St,40.70140317257725,-73.98672670125961,6287
5216.06,Vesey St & Church St,40.71221958009052,-74.01047229766846,6285
5458.02,N 5 St & Northside Piers,40.71987599999999,-73.96386499999998,6282
5922.04,Greenwich St & Perry St,40.73498000000001,-74.00697,6244
