station_id,station_name,n_test_observations,mean_actual_demand,mae,rmse,r2
5450.04,N 12 St & Bedford Ave,150,10.726666640889391,3.9493215555230865,5.601471355473641,0.5373016298282894
5669.10,St Marks Pl & 2 Ave,150,9.566666642784297,3.931831036985943,5.25182789864076,0.399600281744398
6115.06,Hudson St & W 13 St,150,9.519999998034178,3.930066896596927,5.114759575665637,0.590787906268379
5545.01,E 7 St & Ave C,150,11.153333350321715,3.929072607115849,5.26734368999229,0.4742277316473583
5820.08,E 13 St & 2 Ave,150,11.580000010171721,3.8719917103726393,5.2918336429674655,0.5380250777381651
5303.06,Clinton St & Grand St,150,11.6466667059319,3.853837237890059,5.492697506113859,0.5912062143772319
7116.04,W 67 St & Broadway,150,11.553333349966284,3.8414912230165026,5.296161294753791,0.60959728431432
6266.06,9 Ave & W 22 St,150,11.666666676472603,3.833809208646156,5.0307270917907445,0.6505462769902285
6578.01,W 34 St & 11 Ave,150,7.553333337849136,3.825424846240699,6.624580849844916,0.6076803131244037
6644.08,9 Ave & W 39 St,150,10.793333373763693,3.815451722406661,5.15296315910376,0.5373280852703615
6459.04,10 Ave & W 28 St,150,12.439999985950202,3.811321120392769,5.114373764499987,0.6445105566439301
5207.01,Centre St & Chambers St,150,8.986666606361206,3.802013872804427,5.82506555514041,0.5063315791070466
6920.05,W 54 St & 9 Ave,150,10.03333328600295,3.79488364494613,5.350696707725484,0.507785076409966
3651.04,West Drive & Prospect Park West,150,10.419999996424394,3.7777623750245173,5.139385011001183,0.6256105117646735
5721.07,Thompson St & Bleecker St,150,9.646666628085027,3.7576147989910336,5.049008874285982,0.50250616287806
7023.04,W 59 St & 10 Ave,150,9.28666669881928,3.754588494878209,5.489048350673511,0.5705854587279194
5610.09,6 Ave & Broome St,150,10.306666648105411,3.747940006046665,5.218656750352678,0.7103114671343105
6239.08,E 31 St & 3 Ave,150,12.293333365815068,3.745573970945619,5.22656518565322,0.6343790988743615
6560.01,Broadway & W 41 St,150,9.479999930233975,3.725985509175636,5.894641922746545,0.6422143708632171
5712.03,Cooper Square & Astor Pl,150,11.093333359095704,3.7254031169531268,5.134644066016169,0.6988671389995857
6098.02,W 20 St & 5 Ave,150,10.253333384222811,3.7214825858870775,5.887705028980649,0.6850609901380135
6517.08,W 42 St & 6 Ave,150,9.313333335189824,3.711337201841387,5.761480547866718,0.6336204242889212
7311.02,Amsterdam Ave & W 79 St,150,9.620000076194305,3.7043201929909864,5.023029126500546,0.5334157727919662
7052.01,W 63 St & Broadway,150,8.793333263709638,3.7021330911260946,5.3517367394290805,0.4957906495922918
5515.02,E 2 St & Ave B,150,10.513333452090258,3.699972830641579,5.438186800023452,0.6010529327577205
5746.14,E 11 St & 1 Ave,150,10.133333310405773,3.685012613913268,5.253085704884792,0.5524827266889326
5216.06,Vesey St & Church St,150,8.073333282957796,3.677895275359659,5.51629474451144,0.5153607528385229
6197.11,2 Ave & E 31 St,150,11.733333333608147,3.669972725213281,5.17006304408921,0.7057369047967511
7059.08,West End Ave & W 60 St,150,11.319999999026198,3.6627702894864984,5.075295864078863,0.6037394282557433
6131.12,Madison Ave & E 26 St,150,8.87333334674128,3.657448298887086,5.929114813336734,0.6411496179021512
5445.07,Stanton St & Norfolk St,150,9.940000011925955,3.6394682024416967,4.845456771745744,0.505123653957503
6389.09,E 39 St & Lexington Ave,150,11.866666692270703,3.6337021094021598,5.076142134454209,0.7209192107273061
5636.13,E 1 St & Bowery,150,9.733333374039415,3.626032473790844,4.911617193723096,0.5228222928168618
5886.13,E 20 St & FDR Dr,150,9.106666642149644,3.6144130245136057,4.8652779226917415,0.610602636972809
6498.10,E 47 St & 2 Ave,150,8.739999933251347,3.5972085788460375,5.647326252632248,0.6622261282170887
5523.02,Stanton St & Chrystie St,150,9.953333411514455,3.596910983434145,4.903691958654798,0.5430028548555295
5854.09,1 Ave & E 18 St,150,10.433333313459947,3.5908180777433207,4.961516353315002,0.6160382016095471
5721.01,Sullivan St & Washington Sq,150,10.006666646682746,3.5759558091067007,4.8661287683593075,0.5511330209729807
5453.06,Kenmare St & Elizabeth St,150,10.619999972484791,3.5493368623082855,5.003004139017196,0.5519327879378586
5653.12,Spring St & Hudson St,150,9.786666677317806,3.5477623977300965,4.859248634684804,0.7116037256111156
7207.08,W 70 St & Amsterdam Ave,150,10.72000006255269,3.5437845408191744,4.889814590012474,0.623824969225734
4157.10,Bergen St & Vanderbilt Ave,150,9.386666766817259,3.5352364336011486,4.850301726015289,0.6134743708010164
7212.05,E 85 St & 3 Ave,150,11.346666684681434,3.5329882393407606,4.940183420314357,0.6709670512748502
5922.04,Greenwich St & Perry St,150,8.579999937799764,3.5236741738148263,4.999104628133624,0.5307456648111477
6022.04,E 16 St & 5 Ave,150,9.439999964045022,3.5035491758900337,5.145632975944089,0.6837611723411585
5235.05,S 3 St & Bedford Ave,150,10.333333311729778,3.4914545087269144,4.701830132892297,0.5685182693658629
5476.03,E 2 St & Ave C,150,8.68666667658205,3.4853277435861143,5.092611710923161,0.528932498671768
5294.04,Henry St & Grand St,150,10.779999923340545,3.4566558954197832,4.8613848557750785,0.6284008368582898
5779.08,1 Ave & E 16 St,150,8.706666674359008,3.4523173814931725,4.683749734796502,0.5120004211129954
5445.02,Suffolk St & Stanton St,150,10.966666705555097,3.44552629839129,4.55880529590268,0.6142222279426549
5458.02,N 5 St & Northside Piers,150,9.240000006830833,3.4197888099321974,4.692747283564999,0.6187066305404454
6224.05,W 20 St & 8 Ave,150,10.006666695705158,3.384923270795465,4.927020376224922,0.5817925516859674
5187.03,Hope St & Union Ave,150,9.513333343757735,3.381369809494986,4.588322472176787,0.5324027609162962
6492.04,W 33 St & 10 Ave,150,8.453333296096229,3.364107253071861,4.828097108760486,0.7055060068463652
5422.09,Lafayette St & Grand St,150,8.45999996426795,3.3573966490500347,5.050928076527543,0.6632321127191168
6131.10,E 24 St & Park Ave S,150,9.306666745088094,3.347134847602548,5.604547694146769,0.7505733267866574
5636.11,Great Jones St,150,12.219999977482257,3.3424769480252716,4.713213522267483,0.733293852442712
6339.06,W 25 St & 9 Ave,150,9.433333321498303,3.3351127045023454,4.6495791811610845,0.6146343217798667
